"notificationId","recipientUserId","message","type","relatedItemId","isRead","createdAt","triggeringUserId"
NOTIFe82cc9bf-e5f7-46b6-877f-3d244af10954,U1dcbe8e3c66acf2dc1c530a03918a010,วิภาดา เอียมโพธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBc9c4ab42-e8c2-4369-955b-9546878c4d31,0,"2025-09-11 10:09:07",
NOTIFe8369f64-3bb3-434d-bfcf-e97d27b5323d,U328d2169190bd9b4301bc82564becc30,สุมนทา ไร่เจริญ ได้กดไลค์รายงานของคุณ,like,SUBb3b34ed1-0c94-4d73-a37c-6dc5b83b470a,0,"2025-09-11 09:35:13",
NOTIFe857163a-42dd-443a-9809-34cd98b784bb,Ua734babe6cbae5446f6c5b26dfffa7d4,พีรายุทธ ได้กดไลค์รายงานของคุณ,like,SUB12446206-ea82-4db5-94fa-ff9e514c96fd,0,"2025-09-11 09:30:11",
NOTIFe85dc234-f849-47c1-9fe5-109144b27e5b,U7a8d3441ae9970b804014850a0157eeb,ปราณี คงประสิทธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBc279c71f-f704-4256-9024-bd22aa35ac57,1,"2025-09-11 12:28:40",
NOTIFe8768091-fb9b-41f7-bdae-59af61805978,Ubc67e7c29d5696063c2df82c3f7e4a5b,ทิพวัลย์ พรมอาสา ได้กดไลค์รายงานของคุณ,like,SUBa4adcb81-3dc6-4841-82ce-1673a40ab069,1,"2025-09-12 13:59:09",
NOTIFe88c3f9f-f931-4371-80b8-f9f61d334c3f,Ue5c1890274f83598abc3f31c532e446f,รัตติยา บุญยะศิลป์ ได้กดไลค์รายงานของคุณ,like,SUBd5ab5d0d-e978-486e-a847-458f895ee0b9,0,"2025-09-11 01:01:58",
NOTIFe8b3a95c-91a7-46dc-9f06-573fcbe9da25,U5ed5f1ea35304e72d2785df3c705470a,สุกัญญา คำทา ได้กดไลค์รายงานของคุณ,like,SUB02ff286c-0266-4a96-a3af-861d8629d317,0,"2025-09-12 04:28:14",
NOTIFe8ca0c51-3ed8-4295-9b55-b1310af047e1,U463d6c75321700740b8093575d6aaaf3,อภิเชษฐ ศรีวิจารย์ ได้กดไลค์รายงานของคุณ,like,SUBbe1575b4-673b-4fad-b01c-2c81764e5d20,1,"2025-09-11 02:41:48",
NOTIFe8d9bb52-b975-4fcf-862d-5cef888241d9,U576fdc3cd93c5f8a964cfd49c86bb56e,สัตยา วงศ์ชมภู ได้กดไลค์รายงานของคุณ,like,SUB201fc5fc-745d-456b-9003-38253fe67ccf,1,"2025-09-10 08:37:19",
NOTIFe8f098ca-e515-42a5-a0f8-e93e412c53db,Ubc67e7c29d5696063c2df82c3f7e4a5b,รานี  หาญรักษ์ ได้กดไลค์รายงานของคุณ,like,SUBa4adcb81-3dc6-4841-82ce-1673a40ab069,1,"2025-09-12 06:24:39",
NOTIFe91670e4-b530-4e10-ae31-e370359b95c4,U5ed5f1ea35304e72d2785df3c705470a,กฤษศรานุพงศ์ บรรจงจิต ได้กดไลค์รายงานของคุณ,like,SUB9f755b69-77dc-41d1-925a-7bb32a78537d,0,"2025-09-10 12:58:17",
NOTIFe937a709-92ea-4712-946c-66823f8c4168,U5ed5f1ea35304e72d2785df3c705470a,วิภาดา เอียมโพธิ์ ได้กดไลค์รายงานของคุณ,like,SUBa46f3355-c584-4018-8d86-8104525c80b6,0,"2025-09-12 01:27:47",
NOTIFe938e050-774b-405e-aad8-91193bff7169,U8dda4e319f5ccedd8d291f64ca573540,จำปา   จบศรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB175fcb99-45c2-48f8-9ff3-fb86bf91abcc,0,"2025-09-11 02:01:27",
NOTIFe9755c6f-d895-433f-913a-6be653bff0a9,U3dd88218198a95b733087bc1362e9844,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB49ab38a8-0bfc-446b-ad79-65df5960f20d,0,"2025-09-11 09:58:15",
NOTIFe97b9b08-bbef-493b-b8db-ea3c143da37b,U8dda4e319f5ccedd8d291f64ca573540,อภิเชษฐ ศรีวิจารย์ ได้กดไลค์รายงานของคุณ,like,SUB175fcb99-45c2-48f8-9ff3-fb86bf91abcc,0,"2025-09-11 02:40:02",
NOTIFe97ba017-01f2-4fe7-81ab-5956fc8210ce,U5ed5f1ea35304e72d2785df3c705470a,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB02ff286c-0266-4a96-a3af-861d8629d317,0,"2025-09-11 10:15:06",
NOTIFe98522c3-d2ad-410a-b170-4d069d488943,Uf28573e75b2ff38e7a6d806a2029fc96,สัตยา วงศ์ชมภู ได้กดไลค์รายงานของคุณ,like,SUB0742f4b8-4f1c-4e09-863f-612748eb2cd3,1,"2025-09-11 10:29:35",
NOTIFe98c212f-6acd-4d41-b9d6-2694a0af265d,Uedf90f9b5212577262c7d4b266e6bd2b,จําเนียร  ไถหว่าน ได้กดไลค์รายงานของคุณ,like,SUB2c465e20-be4c-44b9-9f61-79ba7a335f19,0,"2025-09-12 10:20:24",
NOTIFe99d453a-1f67-4494-9e44-8dea3340ca8d,Ub625b4727c46dc389dcfd34b04514363,ทิพวัลย์ พรมอาสา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB89c88096-a002-448d-9ad4-46318b0f71e8,0,"2025-09-12 14:11:30",
NOTIFe9e854e7-cb62-4cb9-87d4-5c7143fcdf59,U5ed5f1ea35304e72d2785df3c705470a,ชัญญาภัส คำสมศรี ได้กดไลค์รายงานของคุณ,like,SUBc5c4be45-464a-4633-92bd-e8d0246032e1,0,"2025-09-11 10:38:05",
NOTIFe9f0f570-799f-4b39-8a14-cc75f456eec7,U1dcbe8e3c66acf2dc1c530a03918a010,สุมนทา ไร่เจริญ ได้กดไลค์รายงานของคุณ,like,SUBc9c4ab42-e8c2-4369-955b-9546878c4d31,0,"2025-09-11 09:37:15",
NOTIFea022f28-39a8-4437-b458-5a11938ef94a,Ue977dea7d3c75347dc63b6bd88368dec,ปราณี คงประสิทธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBe7acc318-2d28-4ab5-bc3e-05dd3492de70,0,"2025-09-12 07:49:15",
NOTIFea08e65d-1754-4ce2-8d0d-3fd2fa8f16ac,Uedf90f9b5212577262c7d4b266e6bd2b,กฤษศรานุพงศ์ บรรจงจิต ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB2c465e20-be4c-44b9-9f61-79ba7a335f19,0,"2025-09-12 00:43:12",
NOTIFea0f3ef1-376c-441c-ba4b-d1b57c430256,U88704d91895362474691e3314db1e44f,วรรณนิภา ชาไชย ได้กดไลค์รายงานของคุณ,like,SUB3ec197d7-38e5-4592-a984-fdba638c4be0,0,"2025-09-12 13:26:46",
NOTIFea42d0c8-ddc1-4407-a818-5007aae1cfb2,U463d6c75321700740b8093575d6aaaf3,หนูผาด ศรีซิจารย์ ได้กดไลค์รายงานของคุณ,like,SUBcc819b7c-c2e4-4cf4-a536-e9fda344a235,1,"2025-09-11 01:44:45",
NOTIFea4af3d9-922c-4774-8373-36d87cd00240,U6c40662caf0cc16bd892426940f43843,มลฤดี พรมจินดา ได้กดไลค์รายงานของคุณ,like,SUBc4ffecf1-0f4e-4f86-87c4-a11f4b813779,0,"2025-09-12 04:49:48",
NOTIFea608c16-3a80-4ebf-8554-d9f2109aafba,U3f08e5c27ff57004358e74657c179dfb,ลักษิกา กะการดี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBd6d03fef-47be-497f-973b-bd85db0c3e7c,1,"2025-09-11 03:22:44",
NOTIFea72ebc4-2eee-49f4-ae2d-7590e58b8ea7,U5afd1eef67eaddb04a1429c4818f0191,ปราณี คงประสิทธิ์ ได้กดไลค์รายงานของคุณ,like,SUBa0f64007-e413-4da0-9780-338c878a1391,0,"2025-09-11 12:26:17",
NOTIFea809819-e461-407a-a541-3d3e83a35e95,U19e9a06e02b09e71fa5c984a6a410467,วรรณนิภา ชาไชย ได้กดไลค์รายงานของคุณ,like,SUB94f8d159-4d9b-474e-869c-19f7493c6424,0,"2025-09-12 13:26:32",
NOTIFea8594b1-8ddd-4bf2-82ec-c59232ac25e7,U5ed5f1ea35304e72d2785df3c705470a,ปราณี คงประสิทธิ์ ได้กดไลค์รายงานของคุณ,like,SUB4a553b06-3c7d-4163-b405-7ca1c216c1be,0,"2025-09-12 07:50:04",
NOTIFeab4f304-a8b5-4a99-b517-7f5a456eeefe,U5afd1eef67eaddb04a1429c4818f0191,จารุวรรณ อินตาโย ได้กดไลค์รายงานของคุณ,like,SUBa0f64007-e413-4da0-9780-338c878a1391,0,"2025-09-11 13:22:54",
NOTIFeab68acd-7d5a-482a-827a-cf9711291e55,U463d6c75321700740b8093575d6aaaf3,สุมนทา ไร่เจริญ ได้กดไลค์รายงานของคุณ,like,SUBafe686bd-0905-4ff2-89da-a53b34faf553,1,"2025-09-11 09:36:30",
NOTIFeab8b392-9dfb-4b00-9517-c76f8fe78988,U7a8d3441ae9970b804014850a0157eeb,รัตติยา บุญยะศิลป์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBc279c71f-f704-4256-9024-bd22aa35ac57,1,"2025-09-11 01:02:52",
NOTIFead15301-d60c-409e-b599-fe85d0a44bb8,U5ed5f1ea35304e72d2785df3c705470a,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB466001d6-c06c-460e-ae31-9273b26fd450,0,"2025-09-11 10:01:51",
NOTIFeae6d343-4efe-4d45-8632-aa77d29a8ff5,U5ed5f1ea35304e72d2785df3c705470a,สัตยา วงศ์ชมภู ได้กดไลค์รายงานของคุณ,like,SUBd52ed043-75ab-4ee8-af04-a07b38a383e6,0,"2025-09-11 10:27:04",
NOTIFeb0ec036-a456-4cc3-83d5-047b28960db8,Ue56780e86be66cad6ea580a0fdbb0249,กฤษศรานุพงศ์ บรรจงจิต ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB1f891ea6-64b9-4bfd-9aca-58cd0b436e2a,0,"2025-09-12 00:35:38",
NOTIFeb261979-a6ef-479b-96e8-163e308faaff,U6c40662caf0cc16bd892426940f43843,ชัยวัฒน์ แก้วขาว ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBc4ffecf1-0f4e-4f86-87c4-a11f4b813779,1,"2025-09-11 09:05:23",
NOTIFeb2b65e9-e196-48ab-a623-49dfd4fac3a9,U501da046355458a7429f8ab0c1e8462a,สัตยา วงศ์ชมภู ได้กดไลค์รายงานของคุณ,like,SUB01a08bfa-ac7d-4402-b8e1-09607ea83543,1,"2025-09-11 10:27:13",
NOTIFeb653592-b971-47ff-9273-9fbcdde91384,U566d021df9589e746b2cf0cac397ceba,พเยาว์  อุ่นเรือน ได้กดไลค์รายงานของคุณ,like,SUB3cfd6c98-6bf0-4993-9805-bd8b1c15cbfb,0,"2025-09-13 22:49:36",
NOTIFeb886758-6eca-4b92-96d3-22a12516d2af,U5bbac6bb6e63ec02fbf3af7b5bac31b0,สุจิตรา สร้อยจักร ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBe483939c-6adb-421b-b26d-26b345be40e8,0,"2025-09-14 09:32:37",
NOTIFeba83728-4ea1-4982-a315-6aaf8a57dfe4,U5ed5f1ea35304e72d2785df3c705470a,นกน้อย ศรสิทธิ์ ได้กดไลค์รายงานของคุณ,like,SUB5c88a92e-d062-40d3-ba1b-fe124e26e9d4,0,"2025-09-12 01:58:39",
NOTIFebd4bcc0-8404-410c-ba1d-05c2dd4b25c8,Ue977dea7d3c75347dc63b6bd88368dec,พีรายุทธ ได้กดไลค์รายงานของคุณ,like,SUBe7acc318-2d28-4ab5-bc3e-05dd3492de70,0,"2025-09-11 09:31:46",
NOTIFec2724fb-75f0-43a4-8394-7c6538f8ebda,U7a8d3441ae9970b804014850a0157eeb,ชัยวัฒน์ แก้วขาว ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBc279c71f-f704-4256-9024-bd22aa35ac57,1,"2025-09-11 03:31:31",
NOTIFec345d99-46fd-4df4-a15a-263a4072d802,U463d6c75321700740b8093575d6aaaf3,ทิพวัลย์ พรมอาสา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBcc819b7c-c2e4-4cf4-a536-e9fda344a235,1,"2025-09-11 05:41:29",
NOTIFec42941f-7a54-4069-a72d-2dd54fa69bb2,U8189c4ebf4b2912ef555d7ebb8227220,น้ำอ้อย  ตระกูลรัมย์ ได้กดไลค์รายงานของคุณ,like,SUBb3d7cbb4-b418-4c7e-870b-b48e1ab068b8,0,"2025-09-12 12:58:58",
NOTIFec70603f-3643-4fdc-bac0-77529a61568a,U5ed5f1ea35304e72d2785df3c705470a,สุกัญญา คำทา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBf557c785-fe55-4346-a1b4-424e8c4dd285,0,"2025-09-12 04:25:21",
NOTIFec77fd4a-cf2c-466c-b56e-3ee68eafcfa7,U9f4cd1751d72058789b3805be4eb1a45,สุมนทา ไร่เจริญ ได้กดไลค์รายงานของคุณ,like,SUB12c21e9c-4d31-4aa0-a301-5f38cbc67810,0,"2025-09-11 09:34:11",
NOTIFec8b63ff-5ddb-4daa-93cf-d77bb61fe316,U5ed5f1ea35304e72d2785df3c705470a,มลฤดี พรมจินดา ได้กดไลค์รายงานของคุณ,like,SUBa57a01aa-f70f-461c-923a-6c7c08a7a00c,0,"2025-09-11 10:44:51",
NOTIFecb12da4-defe-40de-b02e-d4fc60e261cf,U8ba20738b9edb277bb4f99f6455d3982,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB467deb94-a450-4a30-a2ba-027ec49d16a4,1,"2025-09-12 04:46:17",
NOTIFecd3c657-37bd-40da-932e-854ba73017ed,Uf3998d6281a9b95cb8b0c01c98d9f152,นวลละออง แก้วภักดี ได้กดไลค์รายงานของคุณ,like,SUB5c24ea19-d137-4faa-b209-69f7d51cd8e6,0,"2025-09-12 00:50:01",
NOTIFecf75fac-bbdd-45ba-a291-5a0c97c07eb1,U9385e759d7c6eb3f001317f8d640fdad,จําเนียร  ไถหว่าน ได้กดไลค์รายงานของคุณ,like,SUBee38a96b-2915-42a0-b3d9-0062d4040590,1,"2025-09-12 10:20:01",
NOTIFecfd5ba9-fa7a-44fd-b884-fa14dc602978,U9385e759d7c6eb3f001317f8d640fdad,สุจิตรา สร้อยจักร ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB8cb42db1-1865-4e53-b2e3-ec25fb8eb5ef,1,"2025-09-14 09:35:13",
NOTIFed06091b-9fc9-4149-a09f-694a9ef3c124,U518990f3753ab23beb7e49b82e53e77f,สัตยา วงศ์ชมภู ได้กดไลค์รายงานของคุณ,like,SUB97ed631c-042e-4926-8b15-62c94abd3d65,1,"2025-09-11 10:28:14",
NOTIFed0b62d9-8904-42a0-8ad6-c54195aa400e,Ua734babe6cbae5446f6c5b26dfffa7d4,นิชดา แซ่พ่าน ได้กดไลค์รายงานของคุณ,like,SUB12446206-ea82-4db5-94fa-ff9e514c96fd,0,"2025-09-14 11:46:27",
NOTIFed38a647-1a71-4624-9df0-643e12fda018,U9385e759d7c6eb3f001317f8d640fdad,ชัยวัฒน์ แก้วขาว ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb6e891c5-a3a4-43c1-8c0a-733e29c94a0b,1,"2025-09-11 09:16:16",
NOTIFed38c60c-ae39-4514-87f9-d50d8b0334a0,U1f1f6570c3ac9df4a96572184a0adcc2,วิภาดา เอียมโพธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB9ed61d50-54cb-4f4e-8544-03c7d5466315,0,"2025-09-11 10:06:38",
NOTIFed3c300c-5dcd-4c0a-b09a-5039486baa03,U522840aba03a1f1b8583b52dc34a5d3c,วรรณนิภา ชาไชย ได้กดไลค์รายงานของคุณ,like,SUB2818111c-9fc8-4394-8c76-b926a1be433d,0,"2025-09-12 13:27:18",
NOTIFed3ddac8-3fe6-4931-ac46-d7c0a223b0aa,Uc523df09a4fd07dd2dfb55af99b9fc42,วิภาดา เอียมโพธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb2d2d3cc-f3c5-419b-a65d-54b2b9fa1a42,0,"2025-09-11 05:40:02",
NOTIFed5e405f-3d0d-49fc-866c-23a54e69a7cb,U5ed5f1ea35304e72d2785df3c705470a,ชัยวัฒน์ แก้วขาว ได้กดไลค์รายงานของคุณ,like,SUBd52ed043-75ab-4ee8-af04-a07b38a383e6,0,"2025-09-11 09:23:14",
NOTIFed6226e1-f0a2-49cd-ace4-976710f4d056,U410bb259434247e428bffe17a4c7886e,ชัยวัฒน์ แก้วขาว ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBf4161ae1-c34a-4833-bce7-f62f09a99335,1,"2025-09-11 09:40:47",
NOTIFed63947b-ea68-4910-ad45-b7bee5f4ec81,U3d8672323b01c53622834c9858a1ebed,อุษณี ทาแว่น ได้กดไลค์รายงานของคุณ,like,SUB80db0b9e-5286-42d2-b19e-ddb8519ef39d,0,"2025-09-13 09:10:54",
NOTIFed8486e3-d957-4f7d-a6a2-28caa8ee863c,Uedf90f9b5212577262c7d4b266e6bd2b,ชัญญาภัส คำสมศรี ได้กดไลค์รายงานของคุณ,like,SUB2c950d21-85c6-4278-b2ce-d3fd9e3e8b7d,0,"2025-09-11 10:35:26",
NOTIFeda66e52-9472-4268-a3eb-1fd547f86d39,Ub625b4727c46dc389dcfd34b04514363,นฤมล คุ้มไพรี ได้กดไลค์รายงานของคุณ,like,SUB89c88096-a002-448d-9ad4-46318b0f71e8,0,"2025-09-12 03:14:23",
NOTIFede9950b-0dfd-4b6d-b30f-c765c411a015,U7a8d3441ae9970b804014850a0157eeb,ชัญญาภัส คำสมศรี ได้กดไลค์รายงานของคุณ,like,SUBc279c71f-f704-4256-9024-bd22aa35ac57,1,"2025-09-11 01:07:16",
NOTIFedf9297f-6e28-43fa-9ddc-32e668656b01,U576fdc3cd93c5f8a964cfd49c86bb56e,สุจิตรา สร้อยจักร ได้กดไลค์รายงานของคุณ,like,SUB201fc5fc-745d-456b-9003-38253fe67ccf,0,"2025-09-14 09:29:21",
NOTIFee0ec407-24fc-4ad7-b8d1-53041418b83a,U6c40662caf0cc16bd892426940f43843,วรรณนิภา ชาไชย ได้กดไลค์รายงานของคุณ,like,SUBc4ffecf1-0f4e-4f86-87c4-a11f4b813779,0,"2025-09-12 13:28:07",
NOTIFee15bc70-75b1-4461-8980-60917f0ae6b8,U463d6c75321700740b8093575d6aaaf3,ชัญญาภัส คำสมศรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBcc819b7c-c2e4-4cf4-a536-e9fda344a235,1,"2025-09-11 01:04:22",
NOTIFee58477d-debb-48d5-bd95-435198d3cbd6,U9385e759d7c6eb3f001317f8d640fdad,อรกานต์ ดีนา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb6e891c5-a3a4-43c1-8c0a-733e29c94a0b,1,"2025-09-12 03:02:13",
NOTIFee5e7bf9-93bb-4937-af36-13d9b8976228,U5ed5f1ea35304e72d2785df3c705470a,สุกัญญา คำทา ได้กดไลค์รายงานของคุณ,like,SUB53d8ea88-f93f-4cb4-a196-30958c3bee80,0,"2025-09-12 04:28:04",
NOTIFee7f81bd-2af0-40b2-96ac-8360d9c393df,U5ed5f1ea35304e72d2785df3c705470a,พีรายุทธ ได้กดไลค์รายงานของคุณ,like,SUBa46f3355-c584-4018-8d86-8104525c80b6,0,"2025-09-11 09:32:11",
NOTIFee93d28d-b54e-46ed-a2a6-d1f9404c1018,U5ed5f1ea35304e72d2785df3c705470a,วิภาดา เอียมโพธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBa57a01aa-f70f-461c-923a-6c7c08a7a00c,0,"2025-09-12 01:30:04",
NOTIFeec0701c-424e-4d68-8b8e-e9f5f92bf00a,Uc523df09a4fd07dd2dfb55af99b9fc42,ชลธิชา วัฒนโชติ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb2d2d3cc-f3c5-419b-a65d-54b2b9fa1a42,0,"2025-09-12 12:36:51",
NOTIFeee2fbff-0d69-4355-8b29-8ae956f618d5,U9385e759d7c6eb3f001317f8d640fdad,อรกานต์ ดีนา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB2ecdc295-ca96-47d3-9f83-698d87e5894f,1,"2025-09-12 03:00:19",
NOTIFef0e69e9-4f90-42ae-8b4e-1938664246d9,Udb19859a3e2b7f89c448b9f60b5bfe24,มนัสชนก  ผายฉิมพลี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB62f924c3-77ef-4570-99f6-438681262688,0,"2025-09-11 13:34:52",
NOTIFef1c110d-0097-4d02-b9ed-82174dfea554,U9385e759d7c6eb3f001317f8d640fdad,ทิพวัลย์ พรมอาสา ได้กดไลค์รายงานของคุณ,like,SUB1c5f4c32-1473-4979-8d16-d62d23795b50,1,"2025-09-12 13:59:22",
NOTIFef2636c6-3ec1-4594-ad1a-079b4a9e3667,Ua6166688603926b5ecb49f220e1d3cb7,ชลธิชา วัฒนโชติ ได้กดไลค์รายงานของคุณ,like,SUBb01ab325-4542-4744-ab17-8e91b45aff7c,0,"2025-09-12 12:14:18",
NOTIFef2b2844-5cf4-4221-bd34-102848f1f69c,U5ed5f1ea35304e72d2785df3c705470a,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB53d8ea88-f93f-4cb4-a196-30958c3bee80,0,"2025-09-12 05:02:36",
NOTIFef495f57-9f82-43d7-b9f4-d79ae2325b6a,U5ed5f1ea35304e72d2785df3c705470a,วิภาดา เอียมโพธิ์ ได้กดไลค์รายงานของคุณ,like,SUB53d8ea88-f93f-4cb4-a196-30958c3bee80,0,"2025-09-12 01:27:43",
NOTIFef6ef5e8-d221-46ce-8c20-58f5d407b0f5,U522840aba03a1f1b8583b52dc34a5d3c,สัตยา วงศ์ชมภู ได้กดไลค์รายงานของคุณ,like,SUB2818111c-9fc8-4394-8c76-b926a1be433d,0,"2025-09-11 10:29:28",
NOTIFef7e48fb-df69-4660-9b39-893ea3786c7a,U9385e759d7c6eb3f001317f8d640fdad,สุจิตรา สร้อยจักร ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBee38a96b-2915-42a0-b3d9-0062d4040590,1,"2025-09-14 09:34:57",
NOTIFef9148ea-6021-4a60-92e0-218abd1d5e6e,U5ed5f1ea35304e72d2785df3c705470a,ชัญญาภัส คำสมศรี ได้กดไลค์รายงานของคุณ,like,SUBbb6b6e0f-5dac-4a05-af8d-cd94ee142208,0,"2025-09-11 10:39:16",
NOTIFefb63613-696e-4a04-8988-6f9fb9e820b6,U576fdc3cd93c5f8a964cfd49c86bb56e,กฤษศรานุพงศ์ บรรจงจิต ได้กดไลค์รายงานของคุณ,like,SUB201fc5fc-745d-456b-9003-38253fe67ccf,1,"2025-09-10 12:55:51",
NOTIFefbd0662-d8c6-4a8d-8c60-eac3180d9011,Ua25338cd306d213f6207471b79dde3e0,พเยาว์  อุ่นเรือน ได้กดไลค์รายงานของคุณ,like,SUBf8e60540-fd58-4f77-9604-d938e5b4f146,0,"2025-09-13 22:42:19",
NOTIFeff850cb-f137-4590-882f-26a83aa8f896,Ue99cdc80e70df5465c4a91cc4aae4196,สุมนทา ไร่เจริญ ได้กดไลค์รายงานของคุณ,like,SUB2a742471-fe50-438e-857a-7467344515f4,0,"2025-09-11 09:36:08",
NOTIFf00f62f8-a673-4381-8fd6-e0e6ee66c185,U5ed5f1ea35304e72d2785df3c705470a,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBbb6b6e0f-5dac-4a05-af8d-cd94ee142208,0,"2025-09-12 05:03:46",
NOTIFf01a8307-aa55-49ff-9685-36efa538d9b3,Ue977dea7d3c75347dc63b6bd88368dec,จําเนียร  ไถหว่าน ได้กดไลค์รายงานของคุณ,like,SUBf801834d-4ca9-4622-a10c-997633ebab56,0,"2025-09-12 10:34:50",
NOTIFf03891fc-50b1-436a-8376-81f356f94b81,Ue5c1890274f83598abc3f31c532e446f,จําเนียร  ไถหว่าน ได้กดไลค์รายงานของคุณ,like,SUBd5ab5d0d-e978-486e-a847-458f895ee0b9,0,"2025-09-12 10:19:19",
NOTIFf03fa60e-71ab-4162-87e5-dc66b5cd614d,U8ba20738b9edb277bb4f99f6455d3982,กฤติยา พุกสุข ได้กดไลค์รายงานของคุณ,like,SUB467deb94-a450-4a30-a2ba-027ec49d16a4,1,"2025-09-11 09:06:05",
NOTIFf0bf9829-5e92-452e-b70a-660d48c20dd1,U1dcbe8e3c66acf2dc1c530a03918a010,ทิพวัลย์ พรมอาสา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBc9c4ab42-e8c2-4369-955b-9546878c4d31,0,"2025-09-12 14:03:15",
NOTIFf0cd9ed1-8625-49a6-8809-991171c7f7f3,U410bb259434247e428bffe17a4c7886e,นกน้อย ศรสิทธิ์ ได้กดไลค์รายงานของคุณ,like,SUBf4161ae1-c34a-4833-bce7-f62f09a99335,1,"2025-09-11 01:17:56",
NOTIFf0cf200b-da63-432b-9c1c-a1be47f2c255,U0c3a1664a05a3870246264684e3a8cd3,มนัสชนก  ผายฉิมพลี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB565e9971-ba27-473e-94da-6408c4f9928e,0,"2025-09-14 15:21:18",
NOTIFf0d240c0-032f-422c-9abd-c40e3b86341f,Uf7eaa71fec61d6fc7153349d1795ab8a,พเยาว์  อุ่นเรือน ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBcfdd5b00-f0b6-424b-9cde-e9785795ea00,0,"2025-09-13 22:41:34",
NOTIFf0d50993-1a69-498a-ba14-911801201f4d,U44e439a65198b59320c82237de56b635,วรรณนิภา ชาไชย ได้กดไลค์รายงานของคุณ,like,SUBa5e2bd55-c147-42f8-9518-3ef51d2d75f5,0,"2025-09-12 13:29:09",
NOTIFf0d8f2f5-d44b-46f0-90a4-cbc6cc78172d,U3a58c14c4089df265b64a0bb6d11fa97,วิภาดา เอียมโพธิ์ ได้กดไลค์รายงานของคุณ,like,SUB8a163f02-8888-473e-9b3b-112721b3a6a3,0,"2025-09-11 13:01:16",
NOTIFf0df06eb-880b-4cca-965b-f99c51b35784,Ue5c1890274f83598abc3f31c532e446f,ทิพวัลย์ พรมอาสา ได้กดไลค์รายงานของคุณ,like,SUBd5ab5d0d-e978-486e-a847-458f895ee0b9,0,"2025-09-11 05:35:11",
NOTIFf0e1b541-1cbf-4eb2-b118-1310419e749e,U7a8d3441ae9970b804014850a0157eeb,อุษณี ทาแว่น ได้กดไลค์รายงานของคุณ,like,SUBc279c71f-f704-4256-9024-bd22aa35ac57,1,"2025-09-11 16:19:18",
NOTIFf0e337b5-04f5-4063-89cb-5c4ab26754f3,U566d021df9589e746b2cf0cac397ceba,พเยาว์  อุ่นเรือน ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB3cfd6c98-6bf0-4993-9805-bd8b1c15cbfb,0,"2025-09-13 22:50:01",
NOTIFf0ecf04e-96fb-42f4-90a5-75558d99706a,U3f08e5c27ff57004358e74657c179dfb,รัตติยา บุญยะศิลป์ ได้กดไลค์รายงานของคุณ,like,SUBd6d03fef-47be-497f-973b-bd85db0c3e7c,1,"2025-09-11 01:04:16",
